id,date,station_name,line_number,boarding_count,alighting_count,created_at,avg_temp,precip_total,rain_sum,snowfall_sum,precipitation_type,year,month,day,day_of_week,is_weekend,is_holiday,total_traffic,lag_1d,lag_7d,rolling_7d_avg
1005,2025-09-28,성수,2호선,34059,36947,2026-01-27T07:44:40.187537+00:00,20.0,24.4,24.4,0.0,1,2025,9,28,6,1,0,71006,106705.0,87094.0,109973.42857142857
1006,2025-09-29,성수,2호선,51208,56064,2026-01-27T07:44:40.451442+00:00,19.2,0.0,0.0,0.0,0,2025,9,29,0,0,0,107272,71006.0,111441.0,107675.14285714286
1007,2025-09-30,성수,2호선,51136,55855,2026-01-27T07:44:40.669016+00:00,18.6,0.2,0.2,0.0,1,2025,9,30,1,0,0,106991,107272.0,113576.0,107079.57142857143
1008,2025-10-01,성수,2호선,49876,54640,2026-01-27T07:44:40.89956+00:00,18.7,0.5,0.5,0.0,1,2025,10,1,2,0,0,104516,106991.0,103880.0,106138.85714285714
1009,2025-10-02,성수,2호선,53371,58381,2026-01-27T07:44:41.123844+00:00,20.3,0.0,0.0,0.0,0,2025,10,2,3,0,0,111752,104516.0,119615.0,106229.71428571429
1010,2025-10-03,성수,2호선,39833,44059,2026-01-27T07:44:41.364319+00:00,20.4,2.0,2.0,0.0,1,2025,10,3,4,0,1,83892,111752.0,127503.0,105106.42857142857
1011,2025-10-04,성수,2호선,38234,42260,2026-01-27T07:44:41.584641+00:00,20.9,0.1,0.1,0.0,1,2025,10,4,5,1,0,80494,83892.0,106705.0,98876.28571428571
1012,2025-10-05,성수,2호선,29538,32190,2026-01-27T07:44:41.798162+00:00,20.4,7.3,7.3,0.0,1,2025,10,5,6,1,1,61728,80494.0,71006.0,95131.85714285714
1013,2025-10-06,성수,2호선,21210,22524,2026-01-27T07:44:42.027649+00:00,18.0,29.4,29.4,0.0,1,2025,10,6,0,0,1,43734,61728.0,107272.0,93806.42857142857
1015,2025-10-08,성수,2호선,43531,49937,2026-01-27T07:44:42.489478+00:00,20.6,0.0,0.0,0.0,0,2025,10,8,2,0,1,93468,43734.0,106991.0,84729.57142857143
1016,2025-10-09,성수,2호선,38659,42587,2026-01-27T07:44:42.710464+00:00,19.3,0.1,0.1,0.0,1,2025,10,9,3,0,1,81246,93468.0,104516.0,82797.71428571429
1017,2025-10-10,성수,2호선,46030,48856,2026-01-27T07:44:42.928021+00:00,17.1,24.0,24.0,0.0,1,2025,10,10,4,0,0,94886,81246.0,111752.0,79473.42857142857
1018,2025-10-11,성수,2호선,37065,40472,2026-01-27T07:44:43.141025+00:00,20.3,24.4,24.4,0.0,1,2025,10,11,5,1,0,77537,94886.0,83892.0,77064.0
1019,2025-10-12,성수,2호선,32791,35670,2026-01-27T07:44:43.365479+00:00,18.5,1.4,1.4,0.0,1,2025,10,12,6,1,0,68461,77537.0,80494.0,76156.14285714286
1020,2025-10-13,성수,2호선,46668,49292,2026-01-27T07:44:43.582442+00:00,15.8,22.9,22.9,0.0,1,2025,10,13,0,0,0,95960,68461.0,61728.0,74437.14285714286
1021,2025-10-14,성수,2호선,49916,54597,2026-01-27T07:44:43.823988+00:00,16.4,3.6,3.6,0.0,1,2025,10,14,1,0,0,104513,95960.0,43734.0,79327.42857142857
1022,2025-10-15,성수,2호선,53487,56953,2026-01-27T07:44:44.062739+00:00,18.9,7.4,7.4,0.0,1,2025,10,15,2,0,0,110440,104513.0,93468.0,88010.14285714286
1023,2025-10-16,성수,2호선,54256,59314,2026-01-27T07:44:44.279243+00:00,19.4,7.5,7.5,0.0,1,2025,10,16,3,0,0,113570,110440.0,81246.0,90434.71428571429
1024,2025-10-17,성수,2호선,60774,65184,2026-01-27T07:44:44.526404+00:00,18.6,5.9,5.9,0.0,1,2025,10,17,4,0,0,125958,113570.0,94886.0,95052.42857142857
1025,2025-10-18,성수,2호선,49483,55141,2026-01-27T07:44:44.755549+00:00,16.1,13.6,13.6,0.0,1,2025,10,18,5,1,0,104624,125958.0,77537.0,99491.28571428571
1026,2025-10-19,성수,2호선,41874,44673,2026-01-27T07:44:44.980193+00:00,14.4,0.2,0.2,0.0,1,2025,10,19,6,1,0,86547,104624.0,68461.0,103360.85714285714
1027,2025-10-20,성수,2호선,54256,58132,2026-01-27T07:44:45.201302+00:00,9.7,0.0,0.0,0.0,0,2025,10,20,0,0,0,112388,86547.0,95960.0,105944.57142857143
1028,2025-10-21,성수,2호선,54452,58822,2026-01-27T07:44:45.42093+00:00,8.9,0.0,0.0,0.0,0,2025,10,21,1,0,0,113274,112388.0,104513.0,108291.42857142857
1029,2025-10-22,성수,2호선,54958,59520,2026-01-27T07:44:45.65251+00:00,11.6,0.2,0.2,0.0,1,2025,10,22,2,0,0,114478,113274.0,110440.0,109543.0
1030,2025-10-23,성수,2호선,57980,63236,2026-01-27T07:44:45.879678+00:00,13.8,1.2,1.2,0.0,1,2025,10,23,3,0,0,121216,114478.0,113570.0,110119.85714285714
1031,2025-10-24,성수,2호선,64169,70291,2026-01-27T07:44:46.117553+00:00,14.4,0.6,0.6,0.0,1,2025,10,24,4,0,0,134460,121216.0,125958.0,111212.14285714286
1032,2025-10-25,성수,2호선,57067,62319,2026-01-27T07:44:46.357967+00:00,13.3,1.3,1.3,0.0,1,2025,10,25,5,1,0,119386,134460.0,104624.0,112426.71428571429
1033,2025-10-26,성수,2호선,43816,47105,2026-01-27T07:44:46.677683+00:00,12.3,0.0,0.0,0.0,0,2025,10,26,6,1,0,90921,119386.0,86547.0,114535.57142857143
1034,2025-10-27,성수,2호선,56360,60125,2026-01-27T07:44:46.894382+00:00,6.8,0.0,0.0,0.0,0,2025,10,27,0,0,0,116485,90921.0,112388.0,115160.42857142857
1035,2025-10-28,성수,2호선,57180,61701,2026-01-27T07:44:47.118265+00:00,6.4,0.0,0.0,0.0,0,2025,10,28,1,0,0,118881,116485.0,113274.0,115745.71428571429
1036,2025-10-29,성수,2호선,57175,61801,2026-01-27T07:44:47.357643+00:00,9.1,0.0,0.0,0.0,0,2025,10,29,2,0,0,118976,118881.0,114478.0,116546.71428571429
1038,2025-10-31,성수,2호선,63700,69403,2026-01-27T07:44:47.808179+00:00,12.7,0.9,0.9,0.0,1,2025,10,31,4,0,0,133103,118976.0,121216.0,117189.28571428571
1039,2025-11-01,성수,2호선,58265,63189,2026-01-27T07:44:48.026436+00:00,11.9,1.4,1.4,0.0,1,2025,11,1,5,1,0,121454,133103.0,134460.0,118887.42857142857
1040,2025-11-02,성수,2호선,47933,50861,2026-01-27T07:44:48.262113+00:00,7.7,0.0,0.0,0.0,0,2025,11,2,6,1,0,98794,121454.0,119386.0,117029.42857142857
1041,2025-11-03,성수,2호선,54911,58944,2026-01-27T07:44:48.483713+00:00,5.1,0.0,0.0,0.0,0,2025,11,3,0,0,0,113855,98794.0,90921.0,114087.71428571429
1042,2025-11-04,성수,2호선,54061,57941,2026-01-27T07:44:48.716956+00:00,7.9,0.0,0.0,0.0,0,2025,11,4,1,0,0,112002,113855.0,116485.0,117364.0
1043,2025-11-05,성수,2호선,55529,59932,2026-01-27T07:44:48.933302+00:00,9.1,0.0,0.0,0.0,0,2025,11,5,2,0,0,115461,112002.0,118881.0,116723.57142857143
1044,2025-11-06,성수,2호선,57058,61933,2026-01-27T07:44:49.153307+00:00,10.1,0.0,0.0,0.0,0,2025,11,6,3,0,0,118991,115461.0,118976.0,116235.0
1045,2025-11-07,성수,2호선,62798,68318,2026-01-27T07:44:49.384023+00:00,11.3,0.0,0.0,0.0,0,2025,11,7,4,0,0,131116,118991.0,133103.0,116237.14285714286
1046,2025-11-08,성수,2호선,56016,61884,2026-01-27T07:44:49.61468+00:00,12.0,0.0,0.0,0.0,0,2025,11,8,5,1,0,117900,131116.0,121454.0,115953.28571428571
1047,2025-11-09,성수,2호선,43199,46066,2026-01-27T07:44:49.831102+00:00,11.8,0.1,0.1,0.0,1,2025,11,9,6,1,0,89265,117900.0,98794.0,115445.57142857143
1048,2025-11-10,성수,2호선,55246,59365,2026-01-27T07:44:50.073606+00:00,7.7,0.0,0.0,0.0,0,2025,11,10,0,0,0,114611,89265.0,113855.0,114084.28571428571
1049,2025-11-11,성수,2호선,57817,61957,2026-01-27T07:44:50.292043+00:00,7.3,0.0,0.0,0.0,0,2025,11,11,1,0,0,119774,114611.0,112002.0,114192.28571428571
1050,2025-11-12,성수,2호선,56496,60906,2026-01-27T07:44:50.517035+00:00,8.3,0.0,0.0,0.0,0,2025,11,12,2,0,0,117402,119774.0,115461.0,115302.57142857143
1051,2025-11-13,성수,2호선,60235,65141,2026-01-27T07:44:50.735669+00:00,9.1,0.0,0.0,0.0,0,2025,11,13,3,0,0,125376,117402.0,118991.0,115579.85714285714
1052,2025-11-14,성수,2호선,63944,69315,2026-01-27T07:44:50.96575+00:00,7.1,0.0,0.0,0.0,0,2025,11,14,4,0,0,133259,125376.0,131116.0,116492.0
1053,2025-11-15,성수,2호선,54687,59483,2026-01-27T07:44:51.246151+00:00,7.3,0.0,0.0,0.0,0,2025,11,15,5,1,0,114170,133259.0,117900.0,116798.14285714286
1054,2025-11-16,성수,2호선,44021,46573,2026-01-27T07:44:51.470471+00:00,9.3,0.9,0.9,0.0,1,2025,11,16,6,1,0,90594,114170.0,89265.0,116265.28571428571
1055,2025-11-17,성수,2호선,54327,57660,2026-01-27T07:44:51.700139+00:00,3.5,0.0,0.0,0.0,0,2025,11,17,0,0,0,111987,90594.0,114611.0,116455.14285714286
1057,2025-11-19,성수,2호선,55617,59635,2026-01-27T07:44:52.161808+00:00,1.4,0.0,0.0,0.0,0,2025,11,19,2,0,0,115252,111987.0,119774.0,116080.28571428571
1058,2025-11-20,성수,2호선,59704,64648,2026-01-27T07:44:52.38066+00:00,5.4,0.0,0.0,0.0,0,2025,11,20,3,0,0,124352,115252.0,117402.0,115434.28571428571
1059,2025-11-21,성수,2호선,64214,68872,2026-01-27T07:44:52.615435+00:00,5.5,0.0,0.0,0.0,0,2025,11,21,4,0,0,133086,124352.0,125376.0,116427.14285714286
1060,2025-11-22,성수,2호선,59103,65441,2026-01-27T07:44:52.84755+00:00,7.4,0.0,0.0,0.0,0,2025,11,22,5,1,0,124544,133086.0,133259.0,117528.57142857143
1061,2025-11-23,성수,2호선,48879,53328,2026-01-27T07:44:53.067376+00:00,8.6,0.3,0.3,0.0,1,2025,11,23,6,1,0,102207,124544.0,114170.0,116283.57142857143
1062,2025-11-24,성수,2호선,56075,60467,2026-01-27T07:44:53.301505+00:00,10.8,0.3,0.3,0.0,1,2025,11,24,0,0,0,116542,102207.0,90594.0,114574.57142857143
1063,2025-11-25,성수,2호선,54858,58886,2026-01-27T07:44:53.520805+00:00,6.6,3.4,3.4,0.0,1,2025,11,25,1,0,0,113744,116542.0,111987.0,118281.42857142857
1064,2025-11-26,성수,2호선,58260,62698,2026-01-27T07:44:53.750918+00:00,4.8,0.0,0.0,0.0,0,2025,11,26,2,0,0,120958,113744.0,115252.0,118532.42857142857
1065,2025-11-27,성수,2호선,56666,61272,2026-01-27T07:44:53.996088+00:00,4.4,9.7,9.6,0.07,3,2025,11,27,3,0,0,117938,120958.0,124352.0,119347.57142857143
1066,2025-11-28,성수,2호선,66798,72463,2026-01-27T07:44:54.213858+00:00,1.6,0.0,0.0,0.0,0,2025,11,28,4,0,0,139261,117938.0,133086.0,118431.28571428571
1067,2025-11-29,성수,2호선,57044,62283,2026-01-27T07:44:54.44057+00:00,3.5,0.1,0.1,0.0,1,2025,11,29,5,1,0,119327,139261.0,124544.0,119313.42857142857
1068,2025-11-30,성수,2호선,44827,48096,2026-01-27T07:44:54.680914+00:00,10.3,0.5,0.5,0.0,1,2025,11,30,6,1,0,92923,119327.0,102207.0,118568.14285714286
1069,2025-12-01,성수,2호선,55200,58796,2026-01-27T07:44:54.910875+00:00,5.3,0.3,0.3,0.0,1,2025,12,1,0,0,0,113996,92923.0,116542.0,117241.85714285714
1070,2025-12-02,성수,2호선,55985,59270,2026-01-27T07:44:55.138141+00:00,-0.5,0.0,0.0,0.0,0,2025,12,2,1,0,0,115255,113996.0,113744.0,116878.14285714286
1071,2025-12-03,성수,2호선,54996,58936,2026-01-27T07:44:55.359167+00:00,-6.5,0.0,0.0,0.0,0,2025,12,3,2,0,0,113932,115255.0,120958.0,117094.0
1072,2025-12-04,성수,2호선,60909,61636,2026-01-27T07:44:55.587671+00:00,-5.0,1.9,0.0,1.33,3,2025,12,4,3,0,0,122545,113932.0,117938.0,116090.28571428571
