id,date,station_name,line_number,boarding_count,alighting_count,created_at,avg_temp,precip_total,rain_sum,snowfall_sum,precipitation_type,year,month,day,day_of_week,is_weekend,is_holiday,total_traffic,lag_1d,lag_7d,rolling_7d_avg
843,2025-04-19,성수,2호선,37727,40862,2026-01-27T07:44:03.259888+00:00,14.6,13.5,13.5,0.0,1,2025,4,19,5,1,0,78589,116363.0,120443.0,101321.85714285714
844,2025-04-20,성수,2호선,36097,39281,2026-01-27T07:44:03.479796+00:00,15.5,0.0,0.0,0.0,0,2025,4,20,6,1,0,75378,78589.0,80644.0,95342.71428571429
845,2025-04-21,성수,2호선,49371,53140,2026-01-27T07:44:03.697055+00:00,17.8,0.0,0.0,0.0,0,2025,4,21,0,0,0,102511,75378.0,66455.0,94590.42857142857
846,2025-04-22,성수,2호선,44552,48420,2026-01-27T07:44:03.92534+00:00,16.6,23.1,23.1,0.0,1,2025,4,22,1,0,0,92972,102511.0,107393.0,99741.28571428571
847,2025-04-23,성수,2호선,51421,55913,2026-01-27T07:44:04.147442+00:00,15.1,0.0,0.0,0.0,0,2025,4,23,2,0,0,107334,92972.0,107529.0,97681.14285714286
848,2025-04-24,성수,2호선,53061,57404,2026-01-27T07:44:04.368229+00:00,12.8,0.0,0.0,0.0,0,2025,4,24,3,0,0,110465,107334.0,110426.0,97653.28571428571
849,2025-04-25,성수,2호선,58740,63928,2026-01-27T07:44:04.597856+00:00,10.8,0.0,0.0,0.0,0,2025,4,25,4,0,0,122668,110465.0,116363.0,97658.85714285714
850,2025-04-26,성수,2호선,48693,53681,2026-01-27T07:44:04.858315+00:00,11.5,0.0,0.0,0.0,0,2025,4,26,5,1,0,102374,122668.0,78589.0,98559.57142857143
851,2025-04-27,성수,2호선,35368,38874,2026-01-27T07:44:05.092143+00:00,12.7,0.0,0.0,0.0,0,2025,4,27,6,1,0,74242,102374.0,75378.0,101957.42857142857
852,2025-04-28,성수,2호선,51362,55435,2026-01-27T07:44:05.321566+00:00,12.7,0.0,0.0,0.0,0,2025,4,28,0,0,0,106797,74242.0,102511.0,101795.14285714286
853,2025-04-29,성수,2호선,51017,55022,2026-01-27T07:44:05.543957+00:00,12.2,0.0,0.0,0.0,0,2025,4,29,1,0,0,106039,106797.0,92972.0,102407.42857142857
854,2025-04-30,성수,2호선,53022,58014,2026-01-27T07:44:05.773023+00:00,15.5,0.0,0.0,0.0,0,2025,4,30,2,0,0,111036,106039.0,107334.0,104274.14285714286
855,2025-05-01,성수,2호선,33354,36003,2026-01-27T07:44:05.989512+00:00,13.0,26.0,26.0,0.0,1,2025,5,1,3,0,0,69357,111036.0,110465.0,104803.0
856,2025-05-02,성수,2호선,58313,64009,2026-01-27T07:44:06.217506+00:00,12.4,0.0,0.0,0.0,0,2025,5,2,4,0,0,122322,69357.0,122668.0,98930.42857142857
858,2025-05-04,성수,2호선,51180,57234,2026-01-27T07:44:06.671497+00:00,12.0,0.0,0.0,0.0,0,2025,5,4,6,1,0,108414,122322.0,102374.0,98881.0
861,2025-05-07,성수,2호선,47464,51132,2026-01-27T07:44:07.362896+00:00,13.2,0.0,0.0,0.0,0,2025,5,7,2,0,0,98596,108414.0,74242.0,99743.85714285714
862,2025-05-08,성수,2호선,48690,52190,2026-01-27T07:44:07.596053+00:00,15.5,0.0,0.0,0.0,0,2025,5,8,3,0,0,100880,98596.0,106797.0,103223.0
863,2025-05-09,성수,2호선,51193,54760,2026-01-27T07:44:07.823796+00:00,14.2,33.2,33.2,0.0,1,2025,5,9,4,0,0,105953,100880.0,106039.0,102377.71428571429
864,2025-05-10,성수,2호선,39606,42969,2026-01-27T07:44:08.062324+00:00,12.5,7.9,7.9,0.0,1,2025,5,10,5,1,0,82575,105953.0,111036.0,102365.42857142857
865,2025-05-11,성수,2호선,37965,40877,2026-01-27T07:44:08.30549+00:00,13.8,0.0,0.0,0.0,0,2025,5,11,6,1,0,78842,82575.0,69357.0,98299.57142857143
866,2025-05-12,성수,2호선,50621,54059,2026-01-27T07:44:08.536833+00:00,15.2,0.0,0.0,0.0,0,2025,5,12,0,0,0,104680,78842.0,122322.0,99654.57142857143
867,2025-05-13,성수,2호선,50988,54789,2026-01-27T07:44:08.784877+00:00,17.9,0.0,0.0,0.0,0,2025,5,13,1,0,0,105777,104680.0,108414.0,97134.28571428571
868,2025-05-14,성수,2호선,51721,55886,2026-01-27T07:44:09.011904+00:00,19.2,0.1,0.1,0.0,1,2025,5,14,2,0,0,107607,105777.0,98596.0,96757.57142857143
870,2025-05-16,성수,2호선,56221,58918,2026-01-27T07:44:09.464425+00:00,18.6,8.1,8.1,0.0,1,2025,5,16,4,0,0,115139,107607.0,100880.0,98044.85714285714
871,2025-05-17,성수,2호선,47943,51695,2026-01-27T07:44:09.694674+00:00,17.8,9.1,9.1,0.0,1,2025,5,17,5,1,0,99638,115139.0,105953.0,100081.85714285714
872,2025-05-18,성수,2호선,38583,42028,2026-01-27T07:44:09.914118+00:00,14.5,0.1,0.1,0.0,1,2025,5,18,6,1,0,80611,99638.0,82575.0,99179.71428571429
873,2025-05-19,성수,2호선,49664,53162,2026-01-27T07:44:10.134753+00:00,15.3,0.4,0.4,0.0,1,2025,5,19,0,0,0,102826,80611.0,78842.0,98899.14285714286
874,2025-05-20,성수,2호선,50570,54784,2026-01-27T07:44:10.3599+00:00,20.9,0.4,0.4,0.0,1,2025,5,20,1,0,0,105354,102826.0,104680.0,102325.42857142857
875,2025-05-21,성수,2호선,50337,54626,2026-01-27T07:44:10.587861+00:00,24.2,0.4,0.4,0.0,1,2025,5,21,2,0,0,104963,105354.0,105777.0,102421.71428571429
876,2025-05-22,성수,2호선,52163,56227,2026-01-27T07:44:10.816122+00:00,21.8,0.5,0.5,0.0,1,2025,5,22,3,0,0,108390,104963.0,107607.0,102305.42857142857
877,2025-05-23,성수,2호선,57320,61568,2026-01-27T07:44:11.033332+00:00,19.7,2.2,2.2,0.0,1,2025,5,23,4,0,0,118888,108390.0,115139.0,102417.28571428571
878,2025-05-24,성수,2호선,44328,49090,2026-01-27T07:44:11.251446+00:00,15.1,1.1,1.1,0.0,1,2025,5,24,5,1,0,93418,118888.0,99638.0,102952.85714285714
879,2025-05-25,성수,2호선,36048,39450,2026-01-27T07:44:11.46694+00:00,16.1,0.0,0.0,0.0,0,2025,5,25,6,1,0,75498,93418.0,80611.0,102064.28571428571
880,2025-05-26,성수,2호선,51289,55486,2026-01-27T07:44:11.688657+00:00,18.8,0.0,0.0,0.0,0,2025,5,26,0,0,0,106775,75498.0,102826.0,101333.85714285714
881,2025-05-27,성수,2호선,51679,56173,2026-01-27T07:44:11.913443+00:00,20.3,0.0,0.0,0.0,0,2025,5,27,1,0,0,107852,106775.0,105354.0,101898.0
882,2025-05-28,성수,2호선,51695,56154,2026-01-27T07:44:12.146432+00:00,19.4,3.7,3.7,0.0,1,2025,5,28,2,0,0,107849,107852.0,104963.0,102254.85714285714
883,2025-05-29,성수,2호선,52903,57308,2026-01-27T07:44:12.376822+00:00,20.3,0.4,0.4,0.0,1,2025,5,29,3,0,0,110211,107849.0,108390.0,102667.14285714286
884,2025-05-30,성수,2호선,55752,61111,2026-01-27T07:44:12.597178+00:00,22.1,0.0,0.0,0.0,0,2025,5,30,4,0,0,116863,110211.0,118888.0,102927.28571428571
885,2025-05-31,성수,2호선,43703,48904,2026-01-27T07:44:12.829107+00:00,22.4,0.0,0.0,0.0,0,2025,5,31,5,1,0,92607,116863.0,93418.0,102638.0
886,2025-06-01,성수,2호선,34726,37872,2026-01-27T07:44:13.053648+00:00,23.2,0.0,0.0,0.0,0,2025,6,1,6,1,0,72598,92607.0,75498.0,102522.14285714286
887,2025-06-02,성수,2호선,49319,54371,2026-01-27T07:44:13.282114+00:00,21.1,0.7,0.7,0.0,1,2025,6,2,0,0,0,103690,72598.0,106775.0,102107.85714285714
889,2025-06-04,성수,2호선,48445,52873,2026-01-27T07:44:13.746573+00:00,20.6,0.0,0.0,0.0,0,2025,6,4,2,0,0,101318,103690.0,107852.0,101667.14285714286
890,2025-06-05,성수,2호선,52530,57034,2026-01-27T07:44:13.978619+00:00,21.8,0.0,0.0,0.0,0,2025,6,5,3,0,0,109564,101318.0,107849.0,100733.71428571429
891,2025-06-06,성수,2호선,43406,48204,2026-01-27T07:44:14.195954+00:00,23.9,0.0,0.0,0.0,0,2025,6,6,4,0,1,91610,109564.0,110211.0,100978.71428571429
892,2025-06-07,성수,2호선,38644,43209,2026-01-27T07:44:14.422207+00:00,23.4,0.1,0.1,0.0,1,2025,6,7,5,1,0,81853,91610.0,116863.0,98321.42857142857
893,2025-06-08,성수,2호선,29584,31868,2026-01-27T07:44:14.661088+00:00,25.2,1.2,1.2,0.0,1,2025,6,8,6,1,0,61452,81853.0,92607.0,93320.0
894,2025-06-09,성수,2호선,46530,50304,2026-01-27T07:44:14.879106+00:00,24.4,0.2,0.2,0.0,1,2025,6,9,0,0,0,96834,61452.0,72598.0,88869.28571428571
895,2025-06-10,성수,2호선,48381,52465,2026-01-27T07:44:15.095967+00:00,21.8,0.8,0.8,0.0,1,2025,6,10,1,0,0,100846,96834.0,103690.0,92331.57142857143
896,2025-06-11,성수,2호선,49571,53670,2026-01-27T07:44:15.320983+00:00,22.6,0.0,0.0,0.0,0,2025,6,11,2,0,0,103241,100846.0,101318.0,91925.28571428571
897,2025-06-12,성수,2호선,53053,57251,2026-01-27T07:44:15.545734+00:00,25.5,0.0,0.0,0.0,0,2025,6,12,3,0,0,110304,103241.0,109564.0,92200.0
898,2025-06-13,성수,2호선,54940,58197,2026-01-27T07:44:15.760154+00:00,24.5,1.0,1.0,0.0,1,2025,6,13,4,0,0,113137,110304.0,91610.0,92305.71428571429
899,2025-06-14,성수,2호선,42553,46720,2026-01-27T07:44:15.990165+00:00,25.2,0.4,0.4,0.0,1,2025,6,14,5,1,0,89273,113137.0,81853.0,95381.0
900,2025-06-15,성수,2호선,32597,34277,2026-01-27T07:44:16.209999+00:00,26.1,10.9,10.9,0.0,1,2025,6,15,6,1,0,66874,89273.0,61452.0,96441.0
901,2025-06-16,성수,2호선,49294,53471,2026-01-27T07:44:16.447065+00:00,23.1,10.6,10.6,0.0,1,2025,6,16,0,0,0,102765,66874.0,96834.0,97215.57142857143
902,2025-06-17,성수,2호선,52415,56593,2026-01-27T07:44:16.682552+00:00,23.9,0.2,0.2,0.0,1,2025,6,17,1,0,0,109008,102765.0,100846.0,98062.85714285714
903,2025-06-18,성수,2호선,52886,57218,2026-01-27T07:44:17.023764+00:00,25.1,0.0,0.0,0.0,0,2025,6,18,2,0,0,110104,109008.0,103241.0,99228.85714285714
904,2025-06-19,성수,2호선,54675,59137,2026-01-27T07:44:17.24197+00:00,27.0,1.7,1.7,0.0,1,2025,6,19,3,0,0,113812,110104.0,110304.0,100209.28571428571
905,2025-06-20,성수,2호선,53189,56728,2026-01-27T07:44:17.500555+00:00,23.2,49.7,49.7,0.0,1,2025,6,20,4,0,0,109917,113812.0,113137.0,100710.42857142857
906,2025-06-21,성수,2호선,43935,48751,2026-01-27T07:44:17.721839+00:00,21.7,1.2,1.2,0.0,1,2025,6,21,5,1,0,92686,109917.0,89273.0,100250.42857142857
908,2025-06-23,성수,2호선,54365,58779,2026-01-27T07:44:18.183654+00:00,23.7,0.0,0.0,0.0,0,2025,6,23,0,0,0,113144,92686.0,66874.0,100738.0
909,2025-06-24,성수,2호선,56109,59864,2026-01-27T07:44:18.43188+00:00,24.0,4.6,4.6,0.0,1,2025,6,24,1,0,0,115973,113144.0,102765.0,107348.0
910,2025-06-25,성수,2호선,55261,59216,2026-01-27T07:44:18.652898+00:00,21.0,8.6,8.6,0.0,1,2025,6,25,2,0,0,114477,115973.0,109008.0,109234.85714285714
911,2025-06-26,성수,2호선,56698,61390,2026-01-27T07:44:18.891234+00:00,22.1,0.4,0.4,0.0,1,2025,6,26,3,0,0,118088,114477.0,110104.0,110016.14285714286
912,2025-06-27,성수,2호선,58809,63344,2026-01-27T07:44:19.129811+00:00,23.3,0.6,0.6,0.0,1,2025,6,27,4,0,0,122153,118088.0,113812.0,111156.71428571429
913,2025-06-28,성수,2호선,41452,45716,2026-01-27T07:44:19.369785+00:00,24.7,11.5,11.5,0.0,1,2025,6,28,5,1,0,87168,122153.0,109917.0,112348.28571428571
914,2025-06-29,성수,2호선,32854,35101,2026-01-27T07:44:19.604324+00:00,26.2,0.9,0.9,0.0,1,2025,6,29,6,1,0,67955,87168.0,92686.0,109098.42857142857
915,2025-06-30,성수,2호선,49869,53732,2026-01-27T07:44:19.825802+00:00,26.7,1.0,1.0,0.0,1,2025,6,30,0,0,0,103601,67955.0,113144.0,105565.42857142857
916,2025-07-01,성수,2호선,50479,54170,2026-01-27T07:44:20.059088+00:00,26.6,4.1,4.1,0.0,1,2025,7,1,1,0,0,104649,103601.0,115973.0,104202.14285714286
917,2025-07-02,성수,2호선,51772,55774,2026-01-27T07:44:20.287546+00:00,26.6,0.8,0.8,0.0,1,2025,7,2,2,0,0,107546,104649.0,114477.0,102584.42857142857
918,2025-07-03,성수,2호선,54221,58004,2026-01-27T07:44:20.518251+00:00,27.1,1.0,1.0,0.0,1,2025,7,3,3,0,0,112225,107546.0,118088.0,101594.28571428571
919,2025-07-04,성수,2호선,58316,62167,2026-01-27T07:44:20.730931+00:00,26.4,0.4,0.4,0.0,1,2025,7,4,4,0,0,120483,112225.0,122153.0,100756.71428571429
920,2025-07-05,성수,2호선,46153,50080,2026-01-27T07:44:20.949926+00:00,27.3,0.5,0.5,0.0,1,2025,7,5,5,1,0,96233,120483.0,87168.0,100518.14285714286
921,2025-07-06,성수,2호선,35052,37004,2026-01-27T07:44:21.175401+00:00,27.8,0.8,0.8,0.0,1,2025,7,6,6,1,0,72056,96233.0,67955.0,101813.14285714286
922,2025-07-07,성수,2호선,52908,56480,2026-01-27T07:44:21.414673+00:00,28.7,0.9,0.9,0.0,1,2025,7,7,0,0,0,109388,72056.0,103601.0,102399.0
923,2025-07-08,성수,2호선,51497,55235,2026-01-27T07:44:21.644885+00:00,30.5,0.3,0.3,0.0,1,2025,7,8,1,0,0,106732,109388.0,104649.0,103225.71428571429
924,2025-07-09,성수,2호선,51250,55375,2026-01-27T07:44:21.879381+00:00,31.3,0.0,0.0,0.0,0,2025,7,9,2,0,0,106625,106732.0,107546.0,103523.28571428571
925,2025-07-10,성수,2호선,53440,57376,2026-01-27T07:44:22.114102+00:00,30.5,0.0,0.0,0.0,0,2025,7,10,3,0,0,110816,106625.0,112225.0,103391.71428571429
927,2025-07-12,성수,2호선,45527,49596,2026-01-27T07:44:22.575399+00:00,30.2,0.0,0.0,0.0,0,2025,7,12,5,1,0,95123,110816.0,120483.0,103190.42857142857
928,2025-07-13,성수,2호선,34599,36976,2026-01-27T07:44:22.801468+00:00,27.7,2.3,2.3,0.0,1,2025,7,13,6,1,0,71575,95123.0,96233.0,99567.57142857143
929,2025-07-14,성수,2호선,50439,53334,2026-01-27T07:44:23.022894+00:00,23.7,31.7,31.7,0.0,1,2025,7,14,0,0,0,103773,71575.0,72056.0,96045.0
930,2025-07-15,성수,2호선,51429,55115,2026-01-27T07:44:23.260266+00:00,22.6,9.4,9.4,0.0,1,2025,7,15,1,0,0,106544,103773.0,109388.0,100576.0
931,2025-07-16,성수,2호선,51581,53718,2026-01-27T07:44:23.480545+00:00,22.6,36.4,36.4,0.0,1,2025,7,16,2,0,0,105299,106544.0,106732.0,100169.71428571429
932,2025-07-17,성수,2호선,49345,53616,2026-01-27T07:44:23.715306+00:00,23.3,36.8,36.8,0.0,1,2025,7,17,3,0,0,102961,105299.0,106625.0,99965.0
933,2025-07-18,성수,2호선,53924,58785,2026-01-27T07:44:23.94362+00:00,24.3,26.5,26.5,0.0,1,2025,7,18,4,0,0,112709,102961.0,110816.0,99441.57142857143
934,2025-07-19,성수,2호선,39893,43028,2026-01-27T07:44:24.171454+00:00,23.9,52.0,52.0,0.0,1,2025,7,19,5,1,0,82921,112709.0,95123.0,99712.0
935,2025-07-20,성수,2호선,37187,39700,2026-01-27T07:44:24.404114+00:00,26.7,14.6,14.6,0.0,1,2025,7,20,6,1,0,76887,82921.0,71575.0,97968.85714285714
936,2025-07-21,성수,2호선,53421,57621,2026-01-27T07:44:24.63871+00:00,27.1,1.7,1.7,0.0,1,2025,7,21,0,0,0,111042,76887.0,103773.0,98727.71428571429
937,2025-07-22,성수,2호선,54806,58609,2026-01-27T07:44:24.85657+00:00,27.2,4.4,4.4,0.0,1,2025,7,22,1,0,0,113415,111042.0,106544.0,99766.14285714286
938,2025-07-23,성수,2호선,54184,58067,2026-01-27T07:44:25.08243+00:00,27.6,0.0,0.0,0.0,0,2025,7,23,2,0,0,112251,113415.0,105299.0,100747.71428571429
939,2025-07-24,성수,2호선,57905,62088,2026-01-27T07:44:25.314046+00:00,28.6,0.0,0.0,0.0,0,2025,7,24,3,0,0,119993,112251.0,102961.0,101740.85714285714
940,2025-07-25,성수,2호선,57021,61430,2026-01-27T07:44:25.544598+00:00,30.7,0.0,0.0,0.0,0,2025,7,25,4,0,0,118451,119993.0,112709.0,104174.0
941,2025-07-26,성수,2호선,41974,45619,2026-01-27T07:44:25.771204+00:00,32.0,0.0,0.0,0.0,0,2025,7,26,5,1,0,87593,118451.0,82921.0,104994.28571428571
942,2025-07-27,성수,2호선,34505,36412,2026-01-27T07:44:26.005527+00:00,32.8,0.2,0.2,0.0,1,2025,7,27,6,1,0,70917,87593.0,76887.0,105661.71428571429
943,2025-07-28,성수,2호선,50986,55105,2026-01-27T07:44:26.236322+00:00,32.8,0.5,0.5,0.0,1,2025,7,28,0,0,0,106091,70917.0,111042.0,104808.85714285714
944,2025-07-29,성수,2호선,51206,54345,2026-01-27T07:44:26.474501+00:00,33.2,1.8,1.8,0.0,1,2025,7,29,1,0,0,105551,106091.0,113415.0,104101.57142857143
946,2025-07-31,성수,2호선,52940,56575,2026-01-27T07:44:26.944137+00:00,31.6,0.0,0.0,0.0,0,2025,7,31,3,0,0,109515,105551.0,112251.0,102978.14285714286
947,2025-08-01,성수,2호선,52252,56139,2026-01-27T07:44:27.169826+00:00,31.6,0.0,0.0,0.0,0,2025,8,1,4,0,0,108391,109515.0,119993.0,102587.28571428571
948,2025-08-02,성수,2호선,37836,40921,2026-01-27T07:44:27.389507+00:00,31.9,0.0,0.0,0.0,0,2025,8,2,5,1,0,78757,108391.0,118451.0,100929.85714285714
949,2025-08-03,성수,2호선,31236,32752,2026-01-27T07:44:27.615208+00:00,30.0,0.0,0.0,0.0,0,2025,8,3,6,1,0,63988,78757.0,87593.0,95259.28571428571
950,2025-08-04,성수,2호선,47192,50593,2026-01-27T07:44:27.843781+00:00,27.2,6.4,6.4,0.0,1,2025,8,4,0,0,0,97785,63988.0,70917.0,91887.14285714286
951,2025-08-05,성수,2호선,50579,54312,2026-01-27T07:44:28.060157+00:00,27.4,0.0,0.0,0.0,0,2025,8,5,1,0,0,104891,97785.0,106091.0,95725.42857142857
952,2025-08-06,성수,2호선,48821,52628,2026-01-27T07:44:28.285591+00:00,25.9,11.6,11.6,0.0,1,2025,8,6,2,0,0,101449,104891.0,105551.0,95554.0
953,2025-08-07,성수,2호선,54210,58512,2026-01-27T07:44:28.515264+00:00,26.5,0.2,0.2,0.0,1,2025,8,7,3,0,0,112722,101449.0,109515.0,94968.0
954,2025-08-08,성수,2호선,55512,59996,2026-01-27T07:44:28.747328+00:00,25.9,0.0,0.0,0.0,0,2025,8,8,4,0,0,115508,112722.0,108391.0,95426.14285714286
955,2025-08-09,성수,2호선,41960,46566,2026-01-27T07:44:28.972193+00:00,24.4,3.6,3.6,0.0,1,2025,8,9,5,1,0,88526,115508.0,78757.0,96442.85714285714
956,2025-08-10,성수,2호선,37944,40755,2026-01-27T07:44:29.188551+00:00,25.6,0.0,0.0,0.0,0,2025,8,10,6,1,0,78699,88526.0,63988.0,97838.42857142857
957,2025-08-11,성수,2호선,53621,57864,2026-01-27T07:44:29.422013+00:00,25.3,0.0,0.0,0.0,0,2025,8,11,0,0,0,111485,78699.0,97785.0,99940.0
958,2025-08-12,성수,2호선,55215,59534,2026-01-27T07:44:29.638654+00:00,26.4,0.0,0.0,0.0,0,2025,8,12,1,0,0,114749,111485.0,104891.0,101897.14285714286
959,2025-08-13,성수,2호선,49500,52546,2026-01-27T07:44:29.862717+00:00,24.7,50.4,50.4,0.0,1,2025,8,13,2,0,0,102046,114749.0,101449.0,103305.42857142857
960,2025-08-14,성수,2호선,53490,58133,2026-01-27T07:44:30.094247+00:00,25.1,39.3,39.3,0.0,1,2025,8,14,3,0,0,111623,102046.0,112722.0,103390.71428571429
961,2025-08-15,성수,2호선,41031,45348,2026-01-27T07:44:30.314765+00:00,26.6,2.3,2.3,0.0,1,2025,8,15,4,0,1,86379,111623.0,115508.0,103233.71428571429
962,2025-08-16,성수,2호선,39567,43275,2026-01-27T07:44:30.530056+00:00,27.1,0.4,0.4,0.0,1,2025,8,16,5,1,0,82842,86379.0,88526.0,99072.42857142857
963,2025-08-17,성수,2호선,30471,32571,2026-01-27T07:44:30.753388+00:00,26.8,0.7,0.7,0.0,1,2025,8,17,6,1,0,63042,82842.0,78699.0,98260.42857142857
965,2025-08-19,성수,2호선,51119,55026,2026-01-27T07:44:31.21521+00:00,27.8,2.0,2.0,0.0,1,2025,8,19,1,0,0,106145,63042.0,111485.0,96023.71428571429
968,2025-08-22,성수,2호선,55645,59800,2026-01-27T07:44:31.883366+00:00,28.7,0.0,0.0,0.0,0,2025,8,22,4,0,0,115445,106145.0,114749.0,95260.85714285714
970,2025-08-24,성수,2호선,35830,38354,2026-01-27T07:44:32.324376+00:00,30.5,0.3,0.3,0.0,1,2025,8,24,6,1,0,74184,115445.0,102046.0,95360.28571428571
971,2025-08-25,성수,2호선,51524,55272,2026-01-27T07:44:32.549063+00:00,28.8,19.4,19.4,0.0,1,2025,8,25,0,0,0,106796,74184.0,111623.0,91380.0
972,2025-08-26,성수,2호선,52271,56609,2026-01-27T07:44:32.775213+00:00,26.0,15.6,15.6,0.0,1,2025,8,26,1,0,0,108880,106796.0,86379.0,90690.42857142857
973,2025-08-27,성수,2호선,53348,58013,2026-01-27T07:44:33.011044+00:00,26.0,0.2,0.2,0.0,1,2025,8,27,2,0,0,111361,108880.0,82842.0,93904.85714285714
974,2025-08-28,성수,2호선,55684,60034,2026-01-27T07:44:33.231794+00:00,26.7,0.7,0.7,0.0,1,2025,8,28,3,0,0,115718,111361.0,63042.0,97979.0
975,2025-08-29,성수,2호선,58679,63103,2026-01-27T07:44:33.455663+00:00,27.3,48.9,48.9,0.0,1,2025,8,29,4,0,0,121782,115718.0,106145.0,105504.14285714286
977,2025-08-31,성수,2호선,36171,38338,2026-01-27T07:44:33.903369+00:00,26.5,6.7,6.7,0.0,1,2025,8,31,6,1,0,74509,121782.0,115445.0,107738.0
978,2025-09-01,성수,2호선,50909,54488,2026-01-27T07:44:34.134309+00:00,25.1,24.8,24.8,0.0,1,2025,9,1,0,0,0,105397,74509.0,74184.0,101890.0
979,2025-09-02,성수,2호선,54555,58689,2026-01-27T07:44:34.354177+00:00,24.7,0.0,0.0,0.0,0,2025,9,2,1,0,0,113244,105397.0,106796.0,106349.0
980,2025-09-03,성수,2호선,55728,60070,2026-01-27T07:44:34.581061+00:00,25.7,0.6,0.6,0.0,1,2025,9,3,2,0,0,115798,113244.0,108880.0,107270.14285714286
981,2025-09-04,성수,2호선,55767,60895,2026-01-27T07:44:34.807075+00:00,24.8,26.3,26.3,0.0,1,2025,9,4,3,0,0,116662,115798.0,111361.0,108258.42857142857
982,2025-09-05,성수,2호선,60986,65833,2026-01-27T07:44:35.034363+00:00,26.3,0.4,0.4,0.0,1,2025,9,5,4,0,0,126819,116662.0,115718.0,109015.71428571429
983,2025-09-06,성수,2호선,46335,50466,2026-01-27T07:44:35.251405+00:00,25.8,35.0,35.0,0.0,1,2025,9,6,5,1,0,96801,126819.0,121782.0,110601.57142857143
984,2025-09-07,성수,2호선,40929,45092,2026-01-27T07:44:35.473432+00:00,24.4,1.1,1.1,0.0,1,2025,9,7,6,1,0,86021,96801.0,74509.0,107032.85714285714
985,2025-09-08,성수,2호선,52638,57127,2026-01-27T07:44:35.688401+00:00,23.1,0.1,0.1,0.0,1,2025,9,8,0,0,0,109765,86021.0,105397.0,108677.42857142857
986,2025-09-09,성수,2호선,54354,59068,2026-01-27T07:44:35.914296+00:00,23.0,0.4,0.4,0.0,1,2025,9,9,1,0,0,113422,109765.0,113244.0,109301.42857142857
987,2025-09-10,성수,2호선,54852,60025,2026-01-27T07:44:36.144043+00:00,23.1,0.0,0.0,0.0,0,2025,9,10,2,0,0,114877,113422.0,115798.0,109326.85714285714
988,2025-09-11,성수,2호선,55994,61054,2026-01-27T07:44:36.372801+00:00,23.7,0.0,0.0,0.0,0,2025,9,11,3,0,0,117048,114877.0,116662.0,109195.28571428571
989,2025-09-12,성수,2호선,63166,66943,2026-01-27T07:44:36.598706+00:00,22.7,8.4,8.4,0.0,1,2025,9,12,4,0,0,130109,117048.0,126819.0,109250.42857142857
990,2025-09-13,성수,2호선,49105,55747,2026-01-27T07:44:36.820596+00:00,22.6,56.4,56.4,0.0,1,2025,9,13,5,1,0,104852,130109.0,96801.0,109720.42857142857
991,2025-09-14,성수,2호선,44230,48250,2026-01-27T07:44:37.040171+00:00,23.3,0.1,0.1,0.0,1,2025,9,14,6,1,0,92480,104852.0,86021.0,110870.57142857143
992,2025-09-15,성수,2호선,55471,60635,2026-01-27T07:44:37.259798+00:00,24.0,0.0,0.0,0.0,0,2025,9,15,0,0,0,116106,92480.0,109765.0,111793.28571428571
993,2025-09-16,성수,2호선,51659,55395,2026-01-27T07:44:37.482525+00:00,23.3,11.3,11.3,0.0,1,2025,9,16,1,0,0,107054,116106.0,113422.0,112699.14285714286
994,2025-09-17,성수,2호선,50483,55203,2026-01-27T07:44:37.712007+00:00,22.3,30.4,30.4,0.0,1,2025,9,17,2,0,0,105686,107054.0,114877.0,111789.42857142857
996,2025-09-19,성수,2호선,62071,65755,2026-01-27T07:44:38.156086+00:00,18.9,11.8,11.8,0.0,1,2025,9,19,4,0,0,127826,105686.0,117048.0,110476.42857142857
997,2025-09-20,성수,2호선,54385,61110,2026-01-27T07:44:38.379796+00:00,19.3,37.3,37.3,0.0,1,2025,9,20,5,1,0,115495,127826.0,130109.0,112016.14285714286
998,2025-09-21,성수,2호선,41386,45708,2026-01-27T07:44:38.608714+00:00,20.1,0.0,0.0,0.0,0,2025,9,21,6,1,0,87094,115495.0,104852.0,109928.42857142857
999,2025-09-22,성수,2호선,53290,58151,2026-01-27T07:44:38.836375+00:00,19.6,0.0,0.0,0.0,0,2025,9,22,0,0,0,111441,87094.0,92480.0,107391.57142857143
1000,2025-09-23,성수,2호선,54301,59275,2026-01-27T07:44:39.06986+00:00,20.6,0.4,0.4,0.0,1,2025,9,23,1,0,0,113576,111441.0,116106.0,110100.28571428571
1001,2025-09-24,성수,2호선,50305,53575,2026-01-27T07:44:39.300707+00:00,21.0,40.1,40.1,0.0,1,2025,9,24,2,0,0,103880,113576.0,107054.0,109738.85714285714
1002,2025-09-25,성수,2호선,57089,62526,2026-01-27T07:44:39.530467+00:00,21.7,0.6,0.6,0.0,1,2025,9,25,3,0,0,119615,103880.0,105686.0,109285.42857142857
1003,2025-09-26,성수,2호선,60930,66573,2026-01-27T07:44:39.74283+00:00,20.3,0.0,0.0,0.0,0,2025,9,26,4,0,0,127503,119615.0,127826.0,111275.28571428571
1004,2025-09-27,성수,2호선,50770,55935,2026-01-27T07:44:39.958381+00:00,21.2,0.0,0.0,0.0,0,2025,9,27,5,1,0,106705,127503.0,115495.0,111229.14285714286
